customer_id,segment_id,signup_date,region
325,2,2025-10-10,East
326,2,2024-02-24,Central
327,1,2023-04-21,Central
328,1,2022-03-24,East
329,3,2025-02-07,South
330,1,2022-07-09,East
331,2,2024-03-10,East
332,1,2024-07-24,South
333,1,2022-09-08,Central
334,1,2022-10-18,East
335,4,2025-05-09,South
336,3,2022-11-22,North
337,4,2024-04-16,South
338,2,2023-05-23,Central
339,1,2024-01-01,South
340,2,2022-03-13,North
341,2,2025-06-24,East
342,3,2023-10-03,South
343,1,2024-07-28,North
344,2,2023-08-31,South
345,1,2023-07-20,East
346,2,2025-09-29,East
347,3,2022-02-23,South
348,2,2023-06-12,East
349,2,2023-09-03,Central
350,2,2022-07-12,South
351,2,2022-02-27,South
352,3,2025-02-08,South
353,3,2022-05-09,East
354,4,2023-12-07,Central
355,3,2024-05-01,South
356,2,2025-09-11,West
357,2,2022-01-08,North
358,2,2022-01-29,East
359,1,2025-02-09,Central
360,3,2024-08-04,South
361,1,2022-05-11,East
362,3,2022-07-07,South
363,2,2023-12-10,West
364,2,2025-10-19,North
365,2,2025-05-12,Central
366,3,2022-07-31,South
367,2,2022-10-03,Central
368,2,2025-01-01,South
369,1,2022-08-31,West
370,2,2025-01-30,South
371,1,2024-09-13,Central
372,3,2023-11-16,North
373,2,2022-06-20,North
374,2,2023-10-15,East
375,1,2022-07-07,North
376,1,2025-01-14,South
377,2,2022-02-21,Central
378,1,2022-04-21,Central
379,1,2024-05-26,South
380,1,2024-12-02,Central
381,4,2022-07-30,East
382,3,2025-05-08,South
383,2,2024-05-07,West
384,1,2023-09-19,West
385,2,2024-11-15,Central
386,3,2022-10-26,South
387,2,2025-01-05,West
388,1,2024-07-12,North
389,1,2022-05-17,North
390,1,2024-11-09,North
391,2,2023-03-16,Central
392,3,2022-07-30,Central
393,1,2024-01-22,Central
394,1,2023-03-11,East
395,1,2024-02-19,South
396,4,2025-05-15,North
397,1,2023-03-15,South
398,3,2023-10-28,South
399,2,2024-12-01,Central
400,2,2023-02-15,East
401,1,2024-03-16,North
402,1,2023-09-02,North
403,2,2023-03-03,North
404,3,2025-07-22,East
405,2,2024-06-20,Central
406,2,2024-07-30,West
407,1,2024-01-12,Central
408,4,2025-10-24,East
409,3,2025-05-28,South
410,1,2025-06-09,North
411,4,2022-11-24,Central
412,2,2022-02-21,Central
413,2,2023-01-11,North
414,3,2022-09-20,East
415,3,2022-09-24,East
416,2,2022-12-25,West
417,1,2025-09-02,Central
418,2,2025-09-09,East
419,4,2023-10-14,East
420,1,2022-02-15,North
421,2,2023-08-23,North
422,2,2023-12-21,South
423,2,2025-07-16,North
424,2,2023-08-24,West
425,4,2023-01-16,West
426,1,2022-04-28,North
427,1,2022-04-26,Central
428,1,2022-09-17,North
429,3,2025-01-03,South
430,2,2022-11-01,South
431,1,2022-01-07,South
432,3,2023-01-01,South
433,3,2023-06-07,East
434,3,2025-10-03,East
435,3,2025-05-23,Central
436,1,2023-03-05,North
437,3,2024-03-01,North
438,2,2024-01-17,North
439,3,2023-01-02,West
440,3,2022-11-09,North
441,3,2023-06-22,Central
442,2,2024-07-09,East
443,1,2024-12-13,East
444,2,2024-05-14,East
445,4,2025-04-02,North
446,4,2024-02-21,South
447,1,2022-11-30,South
448,1,2024-03-08,West
449,1,2022-12-14,South
450,3,2022-09-30,North
451,3,2024-08-20,Central
452,1,2023-12-21,North
453,2,2023-05-15,Central
454,3,2025-01-21,Central
455,3,2023-11-16,South
456,2,2022-03-20,North
457,2,2023-09-14,North
458,2,2025-05-25,West
459,1,2024-08-04,West
460,2,2022-12-24,Central
461,2,2023-09-10,Central
462,3,2023-05-22,West
463,2,2025-04-19,North
464,3,2023-07-30,South
465,1,2025-06-23,Central
466,2,2022-09-01,South
467,1,2023-05-21,North
468,1,2023-02-26,West
469,3,2025-09-05,East
470,4,2025-01-15,Central
471,1,2022-08-05,West
472,2,2025-07-25,North
473,3,2024-10-05,Central
474,1,2025-04-07,South
475,2,2022-11-26,South
476,3,2023-10-12,East
477,2,2023-01-26,North
478,1,2023-01-16,East
479,2,2025-08-22,North
480,3,2024-01-12,East
481,2,2024-03-30,South
482,1,2023-11-04,Central
483,3,2023-05-28,Central
484,1,2024-08-06,North
485,3,2025-04-26,South
486,1,2024-07-18,South
487,4,2024-07-01,North
488,2,2023-10-06,Central
489,2,2023-03-03,West
490,1,2023-05-17,South
491,2,2023-12-31,South
492,3,2025-07-07,North
493,4,2022-03-12,West
494,2,2023-04-23,North
495,2,2025-04-16,Central
496,3,2023-04-02,Central
497,3,2022-07-08,South
498,2,2022-10-18,East
499,2,2024-07-08,Central
500,2,2022-10-19,East
501,2,2024-01-26,North
502,1,2025-07-30,South
503,2,2023-01-12,Central
504,2,2025-03-25,West
505,3,2023-05-23,West
506,1,2023-06-12,Central
507,2,2025-10-10,Central
508,2,2023-07-13,Central
509,2,2025-04-25,North
510,1,2024-11-20,East
511,2,2022-09-17,West
512,2,2023-02-25,Central
513,2,2022-10-31,West
514,2,2024-07-30,North
515,2,2024-11-28,Central
516,3,2023-06-26,West
517,1,2025-07-25,North
518,3,2025-05-11,East
519,2,2024-12-25,North
520,1,2022-04-18,South
521,1,2022-09-25,North
522,2,2022-08-10,East
523,3,2025-01-18,East
524,2,2023-11-24,West
525,3,2022-09-12,West
526,2,2022-09-10,Central
527,2,2022-09-14,South
528,1,2023-01-18,North
529,2,2023-03-18,Central
530,2,2023-08-22,North
531,1,2025-01-18,Central
532,1,2023-01-25,Central
533,2,2023-08-05,East
534,3,2024-12-03,Central
535,4,2023-08-21,North
536,4,2022-01-19,South
537,2,2025-01-29,West
538,2,2023-08-30,South
539,2,2025-10-12,Central
540,3,2022-02-02,North
541,1,2025-06-06,East
542,2,2024-05-11,West
543,3,2022-06-04,West
544,2,2024-06-23,South
545,2,2025-06-23,South
546,2,2023-02-09,Central
547,1,2024-04-23,South
548,2,2025-03-30,Central
549,2,2024-01-17,East
550,1,2025-02-14,Central
551,1,2022-09-28,West
552,3,2024-02-09,South
553,1,2022-06-21,East
554,2,2022-10-01,Central
555,1,2022-09-16,East
556,4,2025-03-04,Central
557,1,2023-02-26,East
558,2,2025-04-24,North
559,3,2022-12-30,South
560,3,2023-01-13,Central
561,1,2023-08-03,South
562,3,2024-06-09,Central
563,2,2023-12-23,Central
564,2,2025-05-04,South
565,1,2024-05-30,North
566,1,2025-01-26,West
567,3,2023-08-28,South
568,2,2022-01-22,Central
569,2,2025-04-10,East
570,3,2023-01-18,East
571,3,2022-05-14,Central
572,1,2024-11-14,South
573,2,2023-05-18,East
574,1,2025-04-23,South
575,3,2025-01-13,South
576,2,2022-05-24,East
577,4,2022-08-12,Central
578,1,2022-08-08,South
579,1,2022-06-28,East
580,1,2023-03-09,West
581,1,2022-09-22,South
582,1,2024-08-11,South
583,3,2023-03-05,Central
584,1,2023-02-20,West
585,1,2023-12-28,East
586,3,2022-07-16,West
587,2,2024-12-12,North
588,3,2023-04-25,West
589,1,2025-09-15,East
590,2,2025-06-28,East
591,1,2024-06-08,South
592,1,2024-07-13,North
593,3,2022-05-03,South
594,1,2025-09-24,Central
595,2,2024-02-17,East
596,2,2022-12-14,East
597,2,2022-01-29,North
598,3,2024-09-01,North
599,1,2022-02-04,West
600,2,2023-09-15,East
601,4,2025-08-10,East
602,2,2023-08-12,South
603,4,2025-10-04,West
604,1,2025-03-16,North
605,2,2024-12-26,South
606,1,2024-06-22,East
607,3,2023-06-04,South
608,4,2022-05-02,South
609,1,2022-12-06,West
610,2,2022-06-24,West
611,1,2023-08-20,Central
612,2,2023-03-27,East
613,2,2023-07-11,North
614,4,2025-03-05,South
615,2,2024-11-05,Central
616,2,2025-09-18,West
617,1,2025-05-03,West
618,1,2022-01-09,North
619,1,2022-11-30,East
620,1,2025-09-18,North
621,3,2024-10-13,East
622,2,2022-11-23,Central
623,2,2022-01-15,Central
624,1,2024-04-18,East
625,3,2022-08-14,East
626,3,2022-04-23,Central
627,1,2022-01-01,West
628,2,2022-09-23,North
629,2,2025-05-16,East
630,1,2024-08-09,South
631,2,2025-10-24,East
632,2,2022-11-02,East
633,1,2022-01-12,East
634,4,2025-09-30,South
635,3,2025-10-23,North
636,2,2024-07-25,East
637,2,2023-02-24,Central
638,2,2024-06-07,West
639,2,2022-06-20,South
640,2,2022-05-14,Central
641,1,2024-08-22,Central
642,2,2024-11-14,South
643,3,2025-04-28,North
644,2,2025-03-10,West
645,1,2023-10-20,Central
646,3,2025-08-31,Central
647,1,2025-09-04,Central
648,1,2025-01-20,West
649,1,2022-06-28,East
650,2,2024-12-15,North
651,3,2025-03-24,South
652,2,2022-04-21,East
653,1,2022-05-17,West
654,3,2022-08-20,East
655,3,2024-09-18,West
656,3,2023-04-13,South
657,1,2024-01-02,East
658,2,2023-04-26,North
659,4,2024-12-27,East
660,3,2024-03-24,Central
661,1,2025-06-26,West
662,1,2024-09-20,Central
663,2,2022-11-19,South
664,3,2024-07-10,East
665,2,2024-06-22,South
666,2,2023-08-29,East
667,1,2023-03-05,Central
668,2,2025-07-16,West
669,3,2022-05-28,Central
670,2,2025-02-15,South
671,3,2024-04-29,Central
672,4,2023-01-02,North
673,1,2024-04-29,Central
674,2,2024-12-25,South
675,1,2024-03-23,South
676,3,2025-10-25,East
677,2,2022-06-24,Central
678,2,2023-08-11,North
679,3,2023-05-10,South
680,2,2024-08-30,Central
681,3,2025-02-11,South
682,2,2025-02-08,South
683,1,2025-03-16,East
684,2,2022-02-04,South
685,3,2024-09-25,Central
686,2,2025-08-25,Central
687,3,2023-06-22,East
688,3,2024-01-20,Central
689,1,2024-11-03,East
690,4,2023-01-09,North
691,1,2023-07-11,South
692,1,2022-08-21,East
693,1,2023-12-06,North
694,3,2023-07-17,Central
695,2,2024-07-27,Central
696,1,2024-06-05,South
697,2,2023-12-27,West
698,2,2025-07-22,West
699,1,2022-03-17,Central
700,3,2023-03-15,Central
701,3,2023-11-30,East
702,2,2025-08-05,Central
703,4,2024-07-03,East
704,2,2024-06-09,East
705,4,2023-11-23,North
706,2,2022-09-10,North
707,2,2025-02-23,East
708,1,2025-04-15,South
709,3,2024-11-26,North
710,2,2023-02-14,West
711,1,2022-05-07,North
712,1,2025-04-06,West
713,2,2023-08-15,East
714,2,2022-10-21,Central
715,2,2025-09-28,East
716,3,2024-10-16,North
717,1,2022-11-06,East
718,3,2023-10-24,Central
719,1,2023-06-12,Central
720,3,2023-06-24,East
721,3,2023-02-23,South
722,2,2023-03-20,Central
723,2,2023-11-16,South
724,2,2024-04-19,West
725,2,2022-08-24,East
726,3,2022-08-02,North
727,2,2022-03-26,South
728,2,2024-03-04,South
729,2,2022-03-26,West
730,3,2022-03-06,Central
731,2,2023-10-25,South
732,1,2023-09-19,Central
733,2,2022-03-05,North
734,3,2025-09-28,East
735,1,2024-07-27,North
736,1,2024-07-07,Central
737,1,2025-10-07,Central
738,2,2025-03-27,West
739,2,2023-05-06,Central
740,3,2025-06-02,West
741,2,2022-11-09,Central
742,2,2023-09-07,West
743,2,2024-07-07,Central
744,3,2024-03-23,East
745,2,2024-07-28,North
746,4,2025-01-16,East
747,2,2025-08-19,North
748,1,2023-11-11,West
749,2,2023-03-11,East
750,2,2023-11-13,West
751,2,2025-03-04,North
752,1,2024-12-09,South
753,1,2022-12-06,East
754,3,2022-12-13,Central
755,1,2023-10-08,South
756,3,2025-10-02,East
757,1,2023-10-11,West
758,2,2022-09-02,West
759,2,2022-04-19,South
760,2,2023-06-17,East
761,2,2025-01-18,South
762,1,2022-10-23,Central
763,1,2022-04-22,North
764,2,2025-04-15,South
765,2,2022-12-09,North
766,4,2022-04-11,South
767,3,2023-09-21,Central
768,3,2022-01-28,South
769,3,2024-07-25,North
770,2,2022-02-27,East
771,1,2022-10-24,North
772,3,2022-05-14,North
773,2,2025-09-16,Central
774,2,2022-09-06,Central
775,1,2024-10-17,Central
776,2,2023-07-04,Central
777,2,2024-06-20,West
778,3,2025-01-03,North
779,2,2024-04-13,Central
780,2,2025-04-06,Central
781,4,2024-02-10,Central
782,1,2025-10-10,East
783,2,2025-06-02,South
784,1,2022-05-26,Central
785,3,2025-06-18,West
786,3,2024-06-11,Central
787,1,2022-12-10,North
788,3,2024-11-24,South
789,1,2023-12-03,South
790,3,2022-01-01,Central
791,3,2022-06-02,South
792,3,2023-03-05,North
793,1,2023-05-23,Central
794,4,2025-02-23,North
795,3,2023-05-06,Central
796,2,2022-12-11,South
797,3,2022-08-09,Central
798,1,2023-12-24,East
799,3,2024-11-14,Central
800,1,2023-06-12,Central
801,2,2025-04-20,North
802,2,2024-04-20,North
803,1,2024-12-01,South
804,1,2023-04-26,West
805,1,2024-07-18,Central
806,2,2024-05-21,East
807,2,2022-12-11,West
808,2,2022-02-14,South
809,1,2022-01-21,Central
810,1,2024-12-29,Central
811,3,2024-05-22,South
812,1,2022-02-17,East
813,3,2023-07-05,North
814,3,2022-10-14,East
815,2,2024-09-28,East
816,2,2024-10-30,North
817,3,2023-06-26,East
818,1,2024-01-26,South
819,1,2022-10-01,East
820,1,2024-08-13,East
821,3,2023-08-23,North
822,1,2023-01-16,Central
823,2,2025-09-14,West
824,4,2023-04-24,South
825,3,2022-01-15,North
826,2,2023-05-31,Central
827,1,2022-07-10,Central
828,3,2025-04-06,South
829,2,2023-09-13,South
830,1,2025-03-06,South
831,1,2022-06-03,East
832,3,2025-05-17,North
833,2,2022-09-29,South
834,3,2022-05-23,West
835,3,2024-12-28,East
836,2,2022-09-04,South
837,2,2025-07-08,East
838,2,2024-02-27,East
839,2,2022-03-20,North
840,2,2023-09-15,North
841,3,2023-06-09,Central
842,2,2024-02-11,North
843,3,2024-07-26,West
844,2,2025-09-15,Central
845,2,2025-04-27,South
846,2,2025-01-23,South
847,2,2023-09-09,East
848,2,2024-10-28,Central
849,1,2022-03-08,Central
850,2,2022-07-10,West
851,1,2025-10-21,North
852,2,2024-02-07,West
853,2,2023-06-05,East
854,2,2024-09-16,East
855,4,2025-02-14,North
856,2,2022-09-24,South
857,3,2023-04-30,Central
858,2,2025-08-14,East
859,2,2025-04-02,South
860,1,2023-01-11,South
861,1,2023-10-15,Central
862,2,2025-07-15,West
863,2,2023-07-03,South
864,1,2025-01-02,North
865,1,2022-03-14,South
866,1,2022-11-04,Central
867,4,2022-07-18,East
868,2,2025-02-27,East
869,2,2023-07-26,West
870,1,2024-03-01,South
871,2,2025-03-20,Central
872,1,2025-05-14,East
873,1,2022-06-28,North
874,2,2022-07-16,North
875,1,2024-01-05,East
876,1,2022-03-30,Central
877,1,2024-03-09,South
878,1,2024-02-27,Central
879,1,2024-01-18,Central
880,2,2025-04-21,South
881,3,2022-07-28,North
882,2,2023-05-08,North
883,2,2025-02-27,West
884,1,2023-10-27,South
885,4,2024-11-02,South
886,2,2024-05-20,East
887,1,2024-01-02,West
888,2,2025-02-03,North
889,1,2025-10-30,East
890,2,2023-11-29,East
891,2,2025-01-27,East
892,3,2023-08-17,Central
893,2,2024-06-04,North
894,2,2024-05-01,Central
895,4,2025-04-30,West
896,1,2022-11-21,East
897,1,2024-09-05,West
898,2,2024-08-13,East
899,2,2024-06-12,North
900,2,2025-10-22,West
901,3,2025-09-03,East
902,2,2022-05-24,West
903,2,2023-01-19,South
904,2,2022-08-04,Central
905,3,2025-10-16,East
906,4,2022-11-20,North
907,3,2024-11-04,East
908,1,2022-08-05,Central
909,2,2024-08-08,Central
910,1,2022-07-02,East
911,1,2022-09-27,Central
912,1,2024-08-02,South
913,2,2024-05-19,East
914,2,2023-04-12,Central
915,1,2022-11-01,Central
916,2,2025-03-13,West
917,2,2022-04-21,Central
918,2,2024-10-10,North
919,1,2022-08-20,Central
920,2,2023-08-18,South
921,3,2025-07-20,North
922,1,2022-06-22,South
923,1,2024-08-30,East
924,2,2024-10-27,South
925,4,2025-03-24,South
926,2,2023-06-30,North
927,2,2023-07-02,South
928,2,2023-06-02,East
929,2,2024-07-02,East
930,1,2022-08-03,South
931,2,2022-05-14,West
932,3,2022-10-12,Central
933,2,2025-02-23,Central
934,3,2023-11-17,South
935,3,2025-03-21,West
936,1,2022-11-27,North
937,3,2025-02-12,North
938,1,2024-06-12,South
939,2,2025-07-31,Central
940,1,2024-06-17,South
941,1,2025-01-03,North
942,2,2025-04-04,North
943,1,2025-04-27,Central
944,2,2022-03-19,West
945,2,2024-08-04,South
946,1,2023-11-19,East
947,1,2022-01-21,East
948,2,2023-07-20,West
949,2,2025-04-22,South
950,3,2025-05-30,Central
951,2,2024-04-06,South
952,3,2025-09-13,West
953,2,2022-06-28,North
954,2,2025-02-09,South
955,2,2024-12-18,South
956,1,2025-09-12,East
957,2,2024-06-23,North
958,3,2023-10-31,Central
959,2,2022-07-10,South
960,3,2025-05-08,West
961,3,2025-08-28,Central
962,3,2023-12-09,East
963,3,2024-11-24,West
964,2,2023-01-14,West
965,2,2023-01-22,South
966,2,2022-08-25,Central
967,2,2023-09-08,South
968,2,2022-10-10,East
969,2,2022-01-01,West
970,2,2023-04-09,South
971,2,2025-06-07,South
972,1,2024-08-24,East
973,2,2022-06-21,Central
974,1,2025-01-15,Central
975,3,2025-02-20,East
976,2,2024-04-22,West
977,1,2025-08-14,Central
978,1,2023-11-21,North
979,2,2023-07-29,South
980,2,2022-06-14,West
981,2,2023-01-18,Central
982,1,2022-07-28,Central
983,2,2022-08-12,East
984,2,2022-01-03,North
985,2,2023-01-07,East
986,2,2023-09-03,South
987,2,2022-04-26,South
988,1,2025-07-17,Central
989,4,2023-03-23,North
990,2,2025-10-23,Central
991,2,2025-06-30,East
992,1,2025-09-02,West
993,2,2023-02-19,North
994,1,2025-01-23,South
995,2,2024-06-10,North
996,4,2024-11-13,Central
997,2,2023-10-25,Central
998,1,2024-12-09,East
999,1,2023-12-19,South
1000,2,2025-09-20,Central
1001,1,2025-01-07,South
1002,1,2024-11-16,North
1003,3,2022-09-28,East
1004,2,2023-07-16,Central
1005,1,2024-03-14,North
1006,3,2022-09-04,South
1007,1,2023-01-22,Central
1008,4,2023-12-03,North
1009,2,2023-07-13,North
1010,3,2024-08-30,East
1011,2,2025-10-16,Central
1012,3,2024-09-10,East
1013,4,2022-12-18,Central
1014,1,2025-07-03,West
1015,4,2025-05-30,North
1016,2,2024-01-23,Central
1017,2,2024-02-20,East
1018,2,2024-10-21,South
1019,2,2023-06-30,East
1020,1,2022-03-20,South
1021,2,2025-06-13,North
1022,2,2022-11-30,North
1023,3,2024-06-07,East
1024,3,2025-10-04,Central
1025,2,2025-01-26,East
1026,2,2025-01-10,Central
1027,1,2023-05-17,South
1028,1,2024-02-04,South
1029,1,2024-07-09,North
1030,2,2023-07-04,North
1031,1,2022-01-14,South
1032,4,2023-01-27,Central
1033,2,2025-10-02,Central
1034,2,2022-11-06,Central
1035,2,2023-01-21,South
1036,1,2025-05-17,Central
1037,2,2025-10-12,South
1038,2,2024-08-31,North
1039,2,2025-01-22,Central
1040,2,2025-01-21,West
1041,4,2022-12-06,North
1042,3,2023-08-20,East
1043,2,2024-01-27,South
1044,2,2024-11-11,West
1045,2,2022-10-18,East
1046,1,2022-11-02,Central
1047,2,2023-09-26,North
1048,1,2025-02-25,South
1049,2,2023-09-17,East
