sale_date,daily_revenue,daily_gross_profit,total_units_sold,transaction_lines,year,month,day_of_week,season,is_weekend,is_holiday,temperature
2023-03-14,4299.28,2347.53,912,21,2023,3,Tuesday,Spring,0,0,57
2023-03-15,4601.89,2518.84,881,21,2023,3,Wednesday,Spring,0,0,68
2023-03-16,4596.92,2542.62,958,21,2023,3,Thursday,Spring,0,0,39
2023-03-17,4776.89,2597.64,911,21,2023,3,Friday,Spring,0,0,63
2023-03-18,4435.51,2445.36,999,21,2023,3,Saturday,Spring,1,0,58
2023-03-19,4918.04,2724.89,1036,21,2023,3,Sunday,Spring,1,0,55
2023-03-20,4157.89,2282.59,901,21,2023,3,Monday,Spring,0,0,58
2023-03-21,4818.61,2676.21,1069,21,2023,3,Tuesday,Spring,0,0,44
2023-03-22,4087.36,2245.71,874,21,2023,3,Wednesday,Spring,0,0,56
2023-03-23,4434.71,2413.61,859,21,2023,3,Thursday,Spring,0,0,60
2023-03-24,4328.7300000000005,2388.0299999999997,907,21,2023,3,Friday,Spring,0,0,68
2023-03-25,4792.99,2655.04,1071,21,2023,3,Saturday,Spring,1,0,54
2023-03-26,5007.95,2741.25,1055,21,2023,3,Sunday,Spring,1,0,52
2023-03-27,4607.91,2536.66,949,21,2023,3,Monday,Spring,0,0,54
2023-03-28,3992.91,2194.31,789,21,2023,3,Tuesday,Spring,0,0,64
2023-03-29,4797.07,2652.12,1073,21,2023,3,Wednesday,Spring,0,0,60
2023-03-30,4721.18,2618.68,1012,21,2023,3,Thursday,Spring,0,0,54
2023-03-31,4760.59,2621.14,1051,21,2023,3,Friday,Spring,0,0,61
2023-04-01,4630.6900000000005,2507.79,801,21,2023,4,Saturday,Spring,1,0,58
2023-04-02,5558.89,3091.59,1271,21,2023,4,Sunday,Spring,1,0,64
2023-04-03,4161.7,2291.4,750,21,2023,4,Monday,Spring,0,0,53
2023-04-04,4360.07,2405.92,993,21,2023,4,Tuesday,Spring,0,0,55
2023-04-05,4757.94,2598.29,986,21,2023,4,Wednesday,Spring,0,0,55
2023-04-06,3872.85,2129.6,765,21,2023,4,Thursday,Spring,0,0,47
2023-04-07,4156.81,2290.46,879,21,2023,4,Friday,Spring,0,0,60
2023-04-08,5904.36,3254.01,1114,21,2023,4,Saturday,Spring,1,0,59
2023-04-09,4621.13,2520.13,927,21,2023,4,Sunday,Spring,1,0,58
2023-04-10,4610.99,2531.09,881,21,2023,4,Monday,Spring,0,0,56
2023-04-11,4268.52,2349.52,838,21,2023,4,Tuesday,Spring,0,0,48
2023-04-12,4503.5,2479.5,930,21,2023,4,Wednesday,Spring,0,0,55
2023-04-13,4109.93,2237.18,797,21,2023,4,Thursday,Spring,0,0,55
2023-04-14,4208.34,2302.14,716,21,2023,4,Friday,Spring,0,0,52
2023-04-15,5514.03,3034.13,1117,21,2023,4,Saturday,Spring,1,0,56
2023-04-16,5593.62,3055.67,1138,21,2023,4,Sunday,Spring,1,0,60
2023-04-17,4509.68,2497.88,1052,21,2023,4,Monday,Spring,0,0,71
2023-04-18,4434.85,2434.9,935,21,2023,4,Tuesday,Spring,0,0,59
2023-04-19,4171.6,2275.55,820,21,2023,4,Wednesday,Spring,0,0,59
2023-04-20,4620.52,2552.4700000000003,1088,21,2023,4,Thursday,Spring,0,0,57
2023-04-21,4386.67,2442.27,943,21,2023,4,Friday,Spring,0,0,44
2023-04-22,5723.41,3166.31,1249,21,2023,4,Saturday,Spring,1,0,57
2023-04-23,5187.04,2838.9900000000002,926,21,2023,4,Sunday,Spring,1,0,58
2023-04-24,4886.47,2674.62,1033,21,2023,4,Monday,Spring,0,0,75
2023-04-25,4857.29,2696.49,1021,21,2023,4,Tuesday,Spring,0,0,56
2023-04-26,4844.37,2649.62,853,21,2023,4,Wednesday,Spring,0,0,60
2023-04-27,4772.73,2656.23,1147,21,2023,4,Thursday,Spring,0,0,57
2023-04-28,4402.59,2394.44,831,21,2023,4,Friday,Spring,0,0,49
2023-04-29,5745.07,3144.77,1283,21,2023,4,Saturday,Spring,1,0,65
2023-04-30,5475.91,2988.96,1099,21,2023,4,Sunday,Spring,1,0,63
2023-05-01,4758.35,2587.1,905,21,2023,5,Monday,Spring,0,0,63
2023-05-02,4897.24,2663.14,906,21,2023,5,Tuesday,Spring,0,0,51
2023-05-03,4690.89,2562.89,971,21,2023,5,Wednesday,Spring,0,0,67
2023-05-04,4306.8,2382.25,940,21,2023,5,Thursday,Spring,0,0,48
2023-05-05,4640.26,2542.76,954,21,2023,5,Friday,Spring,0,0,62
2023-05-06,4931.34,2739.9900000000002,1076,21,2023,5,Saturday,Spring,1,0,73
2023-05-07,5176.6,2814.65,960,21,2023,5,Sunday,Spring,1,0,51
2023-05-08,4196.46,2296.31,724,21,2023,5,Monday,Spring,0,0,54
2023-05-09,4196.07,2259.67,773,21,2023,5,Tuesday,Spring,0,0,58
2023-05-10,4614.43,2551.23,1027,21,2023,5,Wednesday,Spring,0,0,54
2023-05-11,4170.36,2294.61,864,21,2023,5,Thursday,Spring,0,0,47
2023-05-12,4339.0199999999995,2409.47,1008,21,2023,5,Friday,Spring,0,0,58
2023-05-13,5263.82,2876.2200000000003,1058,21,2023,5,Saturday,Spring,1,0,50
2023-05-14,5321.58,2971.2799999999997,1212,21,2023,5,Sunday,Spring,1,0,61
2023-05-15,3931.38,2144.48,682,21,2023,5,Monday,Spring,0,0,51
2023-05-16,4014.5699999999997,2186.7200000000003,783,21,2023,5,Tuesday,Spring,0,0,68
2023-05-17,4197.85,2276.95,805,21,2023,5,Wednesday,Spring,0,0,52
2023-05-18,4677.39,2580.64,1111,21,2023,5,Thursday,Spring,0,0,55
2023-05-19,4265.04,2346.34,1016,21,2023,5,Friday,Spring,0,0,63
2023-05-20,4810.0599999999995,2677.96,1124,21,2023,5,Saturday,Spring,1,0,49
2023-05-21,5076.6900000000005,2763.74,931,21,2023,5,Sunday,Spring,1,0,59
2023-05-22,4105.37,2256.37,813,21,2023,5,Monday,Spring,0,0,67
2023-05-23,4409.18,2395.88,762,21,2023,5,Tuesday,Spring,0,0,46
2023-05-24,4202.99,2314.94,941,21,2023,5,Wednesday,Spring,0,0,59
2023-05-25,4021.63,2206.58,827,21,2023,5,Thursday,Spring,0,0,59
2023-05-26,3961.71,2171.31,699,21,2023,5,Friday,Spring,0,0,63
2023-05-27,5026.17,2744.42,903,21,2023,5,Saturday,Spring,1,0,49
2023-05-28,5468.54,2997.94,1056,21,2023,5,Sunday,Spring,1,0,48
2023-05-29,5596.04,3051.54,1046,21,2023,5,Monday,Spring,0,1,61
2023-05-30,4165.38,2275.93,762,21,2023,5,Tuesday,Spring,0,0,60
2023-05-31,4153.5,2275.25,820,21,2023,5,Wednesday,Spring,0,0,59
2023-06-01,5354.72,2918.82,1128,21,2023,6,Thursday,Summer,0,0,80
2023-06-02,5591.8099999999995,3034.81,1069,21,2023,6,Friday,Summer,0,0,73
2023-06-03,6265.23,3416.73,1427,21,2023,6,Saturday,Summer,1,0,79
2023-06-04,6556.22,3571.17,1388,21,2023,6,Sunday,Summer,1,0,80
2023-06-05,5340.59,2922.54,1221,21,2023,6,Monday,Summer,0,0,72
2023-06-06,6040.3,3312.7000000000003,1290,21,2023,6,Tuesday,Summer,0,0,91
2023-06-07,5221.03,2841.13,1117,21,2023,6,Wednesday,Summer,0,0,81
2023-06-08,5024.13,2711.08,1017,21,2023,6,Thursday,Summer,0,0,69
2023-06-09,5671.46,3066.56,1224,21,2023,6,Friday,Summer,0,0,82
2023-06-10,7357.03,4018.53,1507,21,2023,6,Saturday,Summer,1,0,71
2023-06-11,6271.95,3409.8,1195,21,2023,6,Sunday,Summer,1,0,83
2023-06-12,6614.22,3616.17,1248,21,2023,6,Monday,Summer,0,0,86
2023-06-13,5886.7300000000005,3231.93,1277,21,2023,6,Tuesday,Summer,0,0,72
2023-06-14,5103.92,2811.17,1068,21,2023,6,Wednesday,Summer,0,0,84
2023-06-15,5424.15,2945.6,1105,21,2023,6,Thursday,Summer,0,0,80
2023-06-16,5781.64,3164.69,1376,21,2023,6,Friday,Summer,0,0,83
2023-06-17,6508.36,3576.41,1434,21,2023,6,Saturday,Summer,1,0,91
2023-06-18,6552.41,3613.86,1479,21,2023,6,Sunday,Summer,1,0,76
2023-06-19,5323.25,2911.2,1215,21,2023,6,Monday,Summer,0,0,72
2023-06-20,5476.15,2958.3,1045,21,2023,6,Tuesday,Summer,0,0,71
2023-06-21,5648.75,3059.4,1195,21,2023,6,Wednesday,Summer,0,0,72
2023-06-22,5471.77,2938.27,1123,21,2023,6,Thursday,Summer,0,0,77
2023-06-23,5539.66,3017.36,1124,21,2023,6,Friday,Summer,0,0,80
2023-06-24,6189.58,3384.18,1282,21,2023,6,Saturday,Summer,1,0,79
2023-06-25,7493.97,4158.67,1783,21,2023,6,Sunday,Summer,1,0,83
2023-06-26,6102.43,3317.53,1307,21,2023,6,Monday,Summer,0,0,78
2023-06-27,5290.65,2864.1,905,21,2023,6,Tuesday,Summer,0,0,88
2023-06-28,5540.07,2990.82,1093,21,2023,6,Wednesday,Summer,0,0,76
2023-06-29,5536.12,2994.07,1078,21,2023,6,Thursday,Summer,0,0,97
2023-06-30,5274.09,2868.04,1101,21,2023,6,Friday,Summer,0,0,82
2023-07-01,7673.26,4194.71,1644,21,2023,7,Saturday,Summer,1,0,71
2023-07-02,7107.21,3843.06,1319,21,2023,7,Sunday,Summer,1,0,70
2023-07-03,5194.27,2833.62,1173,21,2023,7,Monday,Summer,0,0,81
2023-07-04,7395.05,4021.95,1495,21,2023,7,Tuesday,Summer,0,1,76
2023-07-05,5510.12,3031.97,1288,21,2023,7,Wednesday,Summer,0,0,82
2023-07-06,5298.52,2961.12,1218,21,2023,7,Thursday,Summer,0,0,81
2023-07-07,4942.22,2675.97,928,21,2023,7,Friday,Summer,0,0,77
2023-07-08,5567.26,3108.16,1334,21,2023,7,Saturday,Summer,1,0,72
2023-07-09,6608.01,3622.86,1409,21,2023,7,Sunday,Summer,1,0,67
2023-07-10,4834.0,2665.75,1080,21,2023,7,Monday,Summer,0,0,74
2023-07-11,5636.98,3032.38,1122,21,2023,7,Tuesday,Summer,0,0,83
2023-07-12,5676.51,3096.46,1209,21,2023,7,Wednesday,Summer,0,0,79
2023-07-13,5248.45,2805.15,1005,21,2023,7,Thursday,Summer,0,0,69
2023-07-14,4833.82,2654.17,1038,21,2023,7,Friday,Summer,0,0,79
2023-07-15,6887.16,3653.7599999999998,1334,21,2023,7,Saturday,Summer,1,0,80
2023-07-16,6656.24,3570.79,1316,21,2023,7,Sunday,Summer,1,0,71
2023-07-17,6139.4,3345.1,1270,21,2023,7,Monday,Summer,0,0,79
2023-07-18,5930.5,3228.95,1160,21,2023,7,Tuesday,Summer,0,0,78
2023-07-19,6216.55,3402.3,1335,21,2023,7,Wednesday,Summer,0,0,69
2023-07-20,6004.3099999999995,3280.71,1329,21,2023,7,Thursday,Summer,0,0,80
2023-07-21,5899.3099999999995,3235.06,1229,21,2023,7,Friday,Summer,0,0,81
2023-07-22,7154.8,3929.85,1530,21,2023,7,Saturday,Summer,1,0,85
2023-07-23,6103.17,3376.67,1253,21,2023,7,Sunday,Summer,1,0,85
2023-07-24,5834.83,3221.4300000000003,1277,21,2023,7,Monday,Summer,0,0,68
2023-07-25,5713.64,3119.14,1186,21,2023,7,Tuesday,Summer,0,0,71
2023-07-26,5740.69,3123.49,1121,21,2023,7,Wednesday,Summer,0,0,81
2023-07-27,5089.53,2844.0299999999997,1177,21,2023,7,Thursday,Summer,0,0,81
2023-07-28,4924.33,2662.83,1047,21,2023,7,Friday,Summer,0,0,81
2023-07-29,6485.599999999999,3565.7999999999997,1450,21,2023,7,Saturday,Summer,1,0,100
2023-07-30,6535.23,3552.88,1347,21,2023,7,Sunday,Summer,1,0,81
2023-07-31,6072.27,3281.77,1193,21,2023,7,Monday,Summer,0,0,85
2023-08-01,5757.86,3176.36,1304,21,2023,8,Tuesday,Summer,0,0,84
2023-08-02,5200.31,2855.16,1179,21,2023,8,Wednesday,Summer,0,0,82
2023-08-03,5811.53,3184.58,1277,21,2023,8,Thursday,Summer,0,0,75
2023-08-04,5202.52,2801.27,1138,21,2023,8,Friday,Summer,0,0,83
2023-08-05,7349.75,4014.5,1405,21,2023,8,Saturday,Summer,1,0,72
2023-08-06,6393.47,3508.22,1363,21,2023,8,Sunday,Summer,1,0,76
2023-08-07,4950.47,2656.17,953,21,2023,8,Monday,Summer,0,0,74
2023-08-08,5481.04,3015.59,1236,21,2023,8,Tuesday,Summer,0,0,78
2023-08-09,5783.38,3172.73,1292,21,2023,8,Wednesday,Summer,0,0,94
2023-08-10,5833.53,3232.58,1327,21,2023,8,Thursday,Summer,0,0,64
2023-08-11,5081.38,2778.68,932,21,2023,8,Friday,Summer,0,0,82
2023-08-12,6295.08,3483.23,1422,21,2023,8,Saturday,Summer,1,0,66
2023-08-13,6923.36,3733.86,1324,21,2023,8,Sunday,Summer,1,0,74
2023-08-14,5650.99,3089.14,1151,21,2023,8,Monday,Summer,0,0,85
2023-08-15,5043.55,2706.9,955,21,2023,8,Tuesday,Summer,0,0,78
2023-08-16,5228.09,2879.34,1111,21,2023,8,Wednesday,Summer,0,0,70
2023-08-17,4862.01,2655.96,1019,21,2023,8,Thursday,Summer,0,0,72
2023-08-18,5970.35,3255.9,1415,21,2023,8,Friday,Summer,0,0,82
2023-08-19,7988.8,4373.65,1840,21,2023,8,Saturday,Summer,1,0,72
2023-08-20,6181.88,3301.53,1062,21,2023,8,Sunday,Summer,1,0,79
2023-08-21,5022.99,2711.54,1131,21,2023,8,Monday,Summer,0,0,78
2023-08-22,5795.11,3221.31,1359,21,2023,8,Tuesday,Summer,0,0,73
2023-08-23,6551.88,3595.58,1332,21,2023,8,Wednesday,Summer,0,0,93
2023-08-24,5061.46,2724.11,864,21,2023,8,Thursday,Summer,0,0,82
2023-08-25,5636.3,3075.7,1200,21,2023,8,Friday,Summer,0,0,63
2023-08-26,5614.4800000000005,3069.88,1182,21,2023,8,Saturday,Summer,1,0,79
2023-08-27,6227.3,3382.75,1240,21,2023,8,Sunday,Summer,1,0,73
2023-08-28,5835.14,3196.89,1166,21,2023,8,Monday,Summer,0,0,83
2023-08-29,5591.360000000001,3052.71,1224,21,2023,8,Tuesday,Summer,0,0,72
2023-08-30,5331.34,2924.19,1176,21,2023,8,Wednesday,Summer,0,0,77
2023-08-31,5984.55,3285.35,1435,21,2023,8,Thursday,Summer,0,0,81
2023-09-01,4929.16,2661.2599999999998,884,21,2023,9,Friday,Fall,0,0,61
2023-09-02,5389.01,2974.31,1009,21,2023,9,Saturday,Fall,1,0,46
2023-09-03,5215.79,2826.19,1031,21,2023,9,Sunday,Fall,1,0,52
2023-09-04,6174.41,3416.31,1259,21,2023,9,Monday,Fall,0,1,51
2023-09-05,4801.88,2623.48,852,21,2023,9,Tuesday,Fall,0,0,50
2023-09-06,4389.99,2396.2400000000002,861,21,2023,9,Wednesday,Fall,0,0,67
2023-09-07,4894.21,2678.41,929,21,2023,9,Thursday,Fall,0,0,57
2023-09-08,4825.54,2659.64,956,21,2023,9,Friday,Fall,0,0,46
2023-09-09,5581.71,3050.81,1079,21,2023,9,Saturday,Fall,1,0,61
2023-09-10,4860.14,2689.19,1036,21,2023,9,Sunday,Fall,1,0,69
2023-09-11,4569.79,2555.09,1001,21,2023,9,Monday,Fall,0,0,62
2023-09-12,4134.04,2276.04,826,21,2023,9,Tuesday,Fall,0,0,44
2023-09-13,5082.58,2778.48,972,21,2023,9,Wednesday,Fall,0,0,51
2023-09-14,4690.7,2561.9,810,21,2023,9,Thursday,Fall,0,0,63
2023-09-15,4405.72,2389.4700000000003,838,21,2023,9,Friday,Fall,0,0,50
2023-09-16,5472.64,3004.19,1116,21,2023,9,Saturday,Fall,1,0,58
2023-09-17,5786.83,3169.0299999999997,1097,21,2023,9,Sunday,Fall,1,0,60
2023-09-18,4900.04,2696.34,986,21,2023,9,Monday,Fall,0,0,48
2023-09-19,4280.12,2347.57,968,21,2023,9,Tuesday,Fall,0,0,54
2023-09-20,4292.47,2318.32,823,21,2023,9,Wednesday,Fall,0,0,32
2023-09-21,4989.11,2733.66,929,21,2023,9,Thursday,Fall,0,0,47
2023-09-22,4624.4,2551.5,1080,21,2023,9,Friday,Fall,0,0,53
2023-09-23,5723.95,3151.35,1205,21,2023,9,Saturday,Fall,1,0,46
2023-09-24,5769.13,3177.08,1097,21,2023,9,Sunday,Fall,1,0,66
2023-09-25,4817.63,2652.18,917,21,2023,9,Monday,Fall,0,0,44
2023-09-26,4661.85,2557.45,915,21,2023,9,Tuesday,Fall,0,0,51
2023-09-27,5303.24,2962.9900000000002,1126,21,2023,9,Wednesday,Fall,0,0,55
2023-09-28,4636.08,2521.73,892,21,2023,9,Thursday,Fall,0,0,65
2023-09-29,4954.9,2690.75,960,21,2023,9,Friday,Fall,0,0,44
2023-09-30,6197.04,3443.84,1316,21,2023,9,Saturday,Fall,1,0,63
2023-10-01,5118.71,2813.01,1079,21,2023,10,Sunday,Fall,1,0,55
2023-10-02,4254.8,2326.15,880,21,2023,10,Monday,Fall,0,0,48
2023-10-03,4836.07,2688.27,1123,21,2023,10,Tuesday,Fall,0,0,58
2023-10-04,5267.84,2884.4900000000002,1066,21,2023,10,Wednesday,Fall,0,0,56
2023-10-05,4581.32,2570.07,1088,21,2023,10,Thursday,Fall,0,0,50
2023-10-06,5058.21,2793.36,1069,21,2023,10,Friday,Fall,0,0,55
2023-10-07,4920.36,2710.71,954,21,2023,10,Saturday,Fall,1,0,52
2023-10-08,5070.12,2833.32,1118,21,2023,10,Sunday,Fall,1,0,55
2023-10-09,4381.0,2414.55,980,21,2023,10,Monday,Fall,0,0,59
2023-10-10,4908.92,2695.82,1038,21,2023,10,Tuesday,Fall,0,0,66
2023-10-11,4658.44,2556.19,1006,21,2023,10,Wednesday,Fall,0,0,46
2023-10-12,4609.24,2559.09,1116,21,2023,10,Thursday,Fall,0,0,69
2023-10-13,4398.95,2418.75,975,21,2023,10,Friday,Fall,0,0,41
2023-10-14,4714.58,2607.73,942,21,2023,10,Saturday,Fall,1,0,53
2023-10-15,6071.93,3366.48,1407,21,2023,10,Sunday,Fall,1,0,59
2023-10-16,4746.32,2613.02,958,21,2023,10,Monday,Fall,0,0,56
2023-10-17,4646.32,2548.07,908,21,2023,10,Tuesday,Fall,0,0,50
2023-10-18,4815.78,2622.2799999999997,882,21,2023,10,Wednesday,Fall,0,0,53
2023-10-19,4781.88,2592.33,952,21,2023,10,Thursday,Fall,0,0,51
2023-10-20,4043.2200000000003,2224.52,768,21,2023,10,Friday,Fall,0,0,50
2023-10-21,5355.28,2940.33,962,21,2023,10,Saturday,Fall,1,0,60
2023-10-22,5421.14,3012.99,1226,21,2023,10,Sunday,Fall,1,0,57
2023-10-23,4724.3,2631.7,1040,21,2023,10,Monday,Fall,0,0,50
2023-10-24,4426.21,2421.26,739,21,2023,10,Tuesday,Fall,0,0,61
2023-10-25,4095.97,2259.97,813,21,2023,10,Wednesday,Fall,0,0,57
2023-10-26,4143.93,2309.88,917,21,2023,10,Thursday,Fall,0,0,60
2023-10-27,4555.32,2487.52,928,21,2023,10,Friday,Fall,0,0,59
2023-10-28,5839.72,3197.27,1038,21,2023,10,Saturday,Fall,1,0,49
2023-10-29,5552.99,3053.64,1151,21,2023,10,Sunday,Fall,1,0,51
2023-10-30,4581.52,2516.92,1018,21,2023,10,Monday,Fall,0,0,60
2023-10-31,4309.37,2384.37,943,21,2023,10,Tuesday,Fall,0,0,59
2023-11-01,5192.05,2893.85,1115,21,2023,11,Wednesday,Fall,0,0,54
2023-11-02,4915.41,2723.41,989,21,2023,11,Thursday,Fall,0,0,55
2023-11-03,4949.57,2727.47,1053,21,2023,11,Friday,Fall,0,0,63
2023-11-04,6383.23,3501.58,1247,21,2023,11,Saturday,Fall,1,0,50
2023-11-05,5526.38,2997.73,962,21,2023,11,Sunday,Fall,1,0,58
2023-11-06,4816.75,2626.3,985,21,2023,11,Monday,Fall,0,0,53
2023-11-07,4168.0,2321.3,960,21,2023,11,Tuesday,Fall,0,0,53
2023-11-08,4779.38,2633.68,1052,21,2023,11,Wednesday,Fall,0,0,62
2023-11-09,4361.41,2390.51,909,21,2023,11,Thursday,Fall,0,0,60
2023-11-10,4192.83,2303.83,917,21,2023,11,Friday,Fall,0,0,60
2023-11-11,6066.09,3338.64,1171,21,2023,11,Saturday,Fall,1,0,64
2023-11-12,5358.73,2924.93,1027,21,2023,11,Sunday,Fall,1,0,55
2023-11-13,4365.04,2361.54,796,21,2023,11,Monday,Fall,0,0,59
2023-11-14,4869.44,2643.39,936,21,2023,11,Tuesday,Fall,0,0,52
2023-11-15,4063.1400000000003,2204.99,746,21,2023,11,Wednesday,Fall,0,0,57
2023-11-16,4182.11,2299.41,769,21,2023,11,Thursday,Fall,0,0,54
2023-11-17,4548.75,2490.15,955,21,2023,11,Friday,Fall,0,0,55
2023-11-18,5586.89,3116.64,1181,21,2023,11,Saturday,Fall,1,0,59
2023-11-19,5958.22,3260.07,1128,21,2023,11,Sunday,Fall,1,0,49
2023-11-20,4907.3099999999995,2666.86,869,21,2023,11,Monday,Fall,0,0,69
2023-11-21,5007.22,2685.57,918,21,2023,11,Tuesday,Fall,0,0,47
2023-11-22,4450.31,2477.36,959,21,2023,11,Wednesday,Fall,0,0,46
2023-11-23,6443.76,3538.21,1344,21,2023,11,Thursday,Fall,0,1,63
2023-11-24,5081.41,2828.76,1099,21,2023,11,Friday,Fall,0,0,60
2023-11-25,5112.54,2780.39,996,21,2023,11,Saturday,Fall,1,0,59
2023-11-26,5575.78,3104.03,1092,21,2023,11,Sunday,Fall,1,0,59
