inventory_id,inventory_date,product_id,stock_level,reorder_threshold,units_ordered
159,2023-02-05,9,230,110,0
160,2023-02-05,10,193,110,0
161,2023-02-05,11,80,60,0
162,2023-02-05,12,103,60,0
163,2023-02-05,13,109,60,0
164,2023-02-05,14,76,60,0
165,2023-02-05,15,98,55,0
166,2023-02-05,16,78,55,0
167,2023-02-05,17,83,55,0
168,2023-02-05,18,106,55,0
169,2023-02-05,19,38,30,0
170,2023-02-05,20,45,30,0
171,2023-02-05,21,47,30,0
172,2023-02-05,22,55,30,0
173,2023-02-05,23,142,108,0
174,2023-02-05,24,191,108,0
175,2023-02-05,25,229,108,0
176,2023-02-05,26,180,108,0
177,2023-02-05,27,45,45,0
178,2023-02-05,28,93,45,0
179,2023-02-05,29,72,45,0
180,2023-02-05,30,103,45,0
181,2023-02-12,1,188,120,0
182,2023-02-12,2,240,120,0
183,2023-02-12,3,281,120,0
184,2023-02-12,4,117,120,99
185,2023-02-12,5,171,120,0
186,2023-02-12,6,167,110,0
187,2023-02-12,7,230,110,0
188,2023-02-12,8,146,110,0
189,2023-02-12,9,221,110,0
190,2023-02-12,10,174,110,0
191,2023-02-12,11,84,60,0
192,2023-02-12,12,82,60,0
193,2023-02-12,13,118,60,0
194,2023-02-12,14,106,60,0
195,2023-02-12,15,77,55,0
196,2023-02-12,16,123,55,0
197,2023-02-12,17,94,55,0
198,2023-02-12,18,102,55,0
199,2023-02-12,19,73,30,0
200,2023-02-12,20,56,30,0
201,2023-02-12,21,59,30,0
202,2023-02-12,22,45,30,0
203,2023-02-12,23,176,108,0
204,2023-02-12,24,158,108,0
205,2023-02-12,25,167,108,0
206,2023-02-12,26,185,108,0
207,2023-02-12,27,57,45,0
208,2023-02-12,28,89,45,0
209,2023-02-12,29,80,45,0
210,2023-02-12,30,74,45,0
211,2023-02-19,1,208,120,0
212,2023-02-19,2,187,120,0
213,2023-02-19,3,131,120,0
214,2023-02-19,4,125,120,0
215,2023-02-19,5,163,120,0
216,2023-02-19,6,224,110,0
217,2023-02-19,7,137,110,0
218,2023-02-19,8,154,110,0
219,2023-02-19,9,258,110,0
220,2023-02-19,10,162,110,0
221,2023-02-19,11,47,60,61
222,2023-02-19,12,87,60,0
223,2023-02-19,13,80,60,0
224,2023-02-19,14,92,60,0
225,2023-02-19,15,90,55,0
226,2023-02-19,16,127,55,0
227,2023-02-19,17,91,55,0
228,2023-02-19,18,76,55,0
229,2023-02-19,19,43,30,0
230,2023-02-19,20,44,30,0
231,2023-02-19,21,57,30,0
232,2023-02-19,22,59,30,0
233,2023-02-19,23,140,108,0
234,2023-02-19,24,174,108,0
235,2023-02-19,25,141,108,0
236,2023-02-19,26,153,108,0
237,2023-02-19,27,80,45,0
238,2023-02-19,28,78,45,0
239,2023-02-19,29,62,45,0
240,2023-02-19,30,99,45,0
241,2023-02-26,1,219,120,0
242,2023-02-26,2,236,120,0
243,2023-02-26,3,191,120,0
244,2023-02-26,4,198,120,0
245,2023-02-26,5,217,120,0
246,2023-02-26,6,182,110,0
247,2023-02-26,7,202,110,0
248,2023-02-26,8,209,110,0
249,2023-02-26,9,124,110,0
250,2023-02-26,10,178,110,0
251,2023-02-26,11,76,60,0
252,2023-02-26,12,75,60,0
253,2023-02-26,13,114,60,0
254,2023-02-26,14,104,60,0
255,2023-02-26,15,106,55,0
256,2023-02-26,16,88,55,0
257,2023-02-26,17,87,55,0
258,2023-02-26,18,98,55,0
259,2023-02-26,19,56,30,0
260,2023-02-26,20,39,30,0
261,2023-02-26,21,52,30,0
262,2023-02-26,22,43,30,0
263,2023-02-26,23,157,108,0
264,2023-02-26,24,201,108,0
265,2023-02-26,25,180,108,0
266,2023-02-26,26,174,108,0
267,2023-02-26,27,45,45,0
268,2023-02-26,28,66,45,0
269,2023-02-26,29,80,45,0
270,2023-02-26,30,85,45,0
271,2023-03-05,1,185,120,0
272,2023-03-05,2,180,120,0
273,2023-03-05,3,139,120,0
274,2023-03-05,4,168,120,0
275,2023-03-05,5,186,120,0
276,2023-03-05,6,182,110,0
277,2023-03-05,7,201,110,0
278,2023-03-05,8,207,110,0
279,2023-03-05,9,117,110,0
280,2023-03-05,10,178,110,0
281,2023-03-05,11,75,50,0
282,2023-03-05,12,84,50,0
283,2023-03-05,13,85,50,0
284,2023-03-05,14,59,50,0
285,2023-03-05,15,128,55,0
286,2023-03-05,16,96,55,0
287,2023-03-05,17,72,55,0
288,2023-03-05,18,80,55,0
289,2023-03-05,19,36,30,0
290,2023-03-05,20,46,30,0
291,2023-03-05,21,48,30,0
292,2023-03-05,22,53,30,0
293,2023-03-05,23,131,90,0
294,2023-03-05,24,222,90,0
295,2023-03-05,25,124,90,0
296,2023-03-05,26,127,90,0
297,2023-03-05,27,72,45,0
298,2023-03-05,28,60,45,0
299,2023-03-05,29,84,45,0
300,2023-03-05,30,56,45,0
301,2023-03-12,1,218,120,0
302,2023-03-12,2,184,120,0
303,2023-03-12,3,270,120,0
304,2023-03-12,4,163,120,0
305,2023-03-12,5,249,120,0
306,2023-03-12,6,185,110,0
307,2023-03-12,7,198,110,0
308,2023-03-12,8,120,110,0
309,2023-03-12,9,173,110,0
310,2023-03-12,10,169,110,0
311,2023-03-12,11,94,50,0
312,2023-03-12,12,73,50,0
313,2023-03-12,13,109,50,0
314,2023-03-12,14,76,50,0
315,2023-03-12,15,50,55,49
316,2023-03-12,16,82,55,0
317,2023-03-12,17,91,55,0
318,2023-03-12,18,99,55,0
319,2023-03-12,19,46,30,0
320,2023-03-12,20,71,30,0
321,2023-03-12,21,52,30,0
322,2023-03-12,22,43,30,0
323,2023-03-12,23,121,90,0
324,2023-03-12,24,188,90,0
325,2023-03-12,25,138,90,0
326,2023-03-12,26,160,90,0
327,2023-03-12,27,89,45,0
328,2023-03-12,28,64,45,0
329,2023-03-12,29,66,45,0
330,2023-03-12,30,94,45,0
331,2023-03-19,1,149,120,0
332,2023-03-19,2,223,120,0
333,2023-03-19,3,244,120,0
334,2023-03-19,4,174,120,0
335,2023-03-19,5,249,120,0
336,2023-03-19,6,177,110,0
337,2023-03-19,7,156,110,0
338,2023-03-19,8,149,110,0
339,2023-03-19,9,216,110,0
340,2023-03-19,10,164,110,0
341,2023-03-19,11,82,50,0
342,2023-03-19,12,85,50,0
343,2023-03-19,13,51,50,0
344,2023-03-19,14,78,50,0
345,2023-03-19,15,106,55,0
346,2023-03-19,16,64,55,0
347,2023-03-19,17,79,55,0
348,2023-03-19,18,86,55,0
349,2023-03-19,19,48,30,0
350,2023-03-19,20,50,30,0
351,2023-03-19,21,54,30,0
352,2023-03-19,22,60,30,0
353,2023-03-19,23,163,90,0
354,2023-03-19,24,138,90,0
355,2023-03-19,25,147,90,0
356,2023-03-19,26,177,90,0
357,2023-03-19,27,77,45,0
358,2023-03-19,28,83,45,0
359,2023-03-19,29,77,45,0
360,2023-03-19,30,67,45,0
361,2023-03-26,1,135,120,0
362,2023-03-26,2,172,120,0
363,2023-03-26,3,202,120,0
364,2023-03-26,4,182,120,0
365,2023-03-26,5,178,120,0
366,2023-03-26,6,159,110,0
367,2023-03-26,7,187,110,0
368,2023-03-26,8,195,110,0
369,2023-03-26,9,151,110,0
370,2023-03-26,10,177,110,0
371,2023-03-26,11,93,50,0
372,2023-03-26,12,105,50,0
373,2023-03-26,13,97,50,0
374,2023-03-26,14,90,50,0
375,2023-03-26,15,79,55,0
376,2023-03-26,16,94,55,0
377,2023-03-26,17,106,55,0
378,2023-03-26,18,72,55,0
379,2023-03-26,19,37,30,0
380,2023-03-26,20,50,30,0
381,2023-03-26,21,32,30,0
382,2023-03-26,22,43,30,0
383,2023-03-26,23,125,90,0
384,2023-03-26,24,156,90,0
385,2023-03-26,25,133,90,0
386,2023-03-26,26,146,90,0
387,2023-03-26,27,63,45,0
388,2023-03-26,28,76,45,0
389,2023-03-26,29,71,45,0
390,2023-03-26,30,54,45,0
391,2023-04-02,1,202,120,0
392,2023-04-02,2,205,120,0
393,2023-04-02,3,226,120,0
394,2023-04-02,4,221,120,0
395,2023-04-02,5,230,120,0
396,2023-04-02,6,164,110,0
397,2023-04-02,7,193,110,0
398,2023-04-02,8,127,110,0
399,2023-04-02,9,107,110,91
400,2023-04-02,10,141,110,0
401,2023-04-02,11,47,50,43
402,2023-04-02,12,86,50,0
403,2023-04-02,13,83,50,0
404,2023-04-02,14,53,50,0
405,2023-04-02,15,114,55,0
406,2023-04-02,16,90,55,0
407,2023-04-02,17,62,55,0
408,2023-04-02,18,111,55,0
409,2023-04-02,19,40,30,0
410,2023-04-02,20,51,30,0
411,2023-04-02,21,51,30,0
412,2023-04-02,22,34,30,0
413,2023-04-02,23,186,90,0
414,2023-04-02,24,223,90,0
415,2023-04-02,25,111,90,0
416,2023-04-02,26,156,90,0
417,2023-04-02,27,76,45,0
418,2023-04-02,28,75,45,0
419,2023-04-02,29,103,45,0
420,2023-04-02,30,75,45,0
421,2023-04-09,1,213,120,0
422,2023-04-09,2,236,120,0
423,2023-04-09,3,268,120,0
424,2023-04-09,4,164,120,0
425,2023-04-09,5,184,120,0
426,2023-04-09,6,189,110,0
427,2023-04-09,7,146,110,0
428,2023-04-09,8,217,110,0
429,2023-04-09,9,180,110,0
430,2023-04-09,10,136,110,0
431,2023-04-09,11,78,50,0
432,2023-04-09,12,62,50,0
433,2023-04-09,13,74,50,0
434,2023-04-09,14,43,50,47
435,2023-04-09,15,104,55,0
436,2023-04-09,16,78,55,0
437,2023-04-09,17,70,55,0
438,2023-04-09,18,85,55,0
439,2023-04-09,19,60,30,0
440,2023-04-09,20,54,30,0
441,2023-04-09,21,67,30,0
442,2023-04-09,22,33,30,0
443,2023-04-09,23,100,90,0
444,2023-04-09,24,136,90,0
445,2023-04-09,25,194,90,0
446,2023-04-09,26,168,90,0
447,2023-04-09,27,85,45,0
448,2023-04-09,28,56,45,0
449,2023-04-09,29,66,45,0
450,2023-04-09,30,66,45,0
451,2023-04-16,1,208,120,0
452,2023-04-16,2,224,120,0
453,2023-04-16,3,191,120,0
454,2023-04-16,4,145,120,0
455,2023-04-16,5,161,120,0
456,2023-04-16,6,200,110,0
457,2023-04-16,7,229,110,0
458,2023-04-16,8,193,110,0
459,2023-04-16,9,158,110,0
460,2023-04-16,10,152,110,0
461,2023-04-16,11,74,50,0
462,2023-04-16,12,106,50,0
463,2023-04-16,13,70,50,0
464,2023-04-16,14,64,50,0
465,2023-04-16,15,79,55,0
466,2023-04-16,16,90,55,0
467,2023-04-16,17,80,55,0
468,2023-04-16,18,79,55,0
469,2023-04-16,19,52,30,0
470,2023-04-16,20,33,30,0
471,2023-04-16,21,43,30,0
472,2023-04-16,22,46,30,0
473,2023-04-16,23,156,90,0
474,2023-04-16,24,124,90,0
475,2023-04-16,25,103,90,0
476,2023-04-16,26,159,90,0
477,2023-04-16,27,110,45,0
478,2023-04-16,28,69,45,0
479,2023-04-16,29,78,45,0
480,2023-04-16,30,70,45,0
481,2023-04-23,1,174,120,0
482,2023-04-23,2,217,120,0
483,2023-04-23,3,179,120,0
484,2023-04-23,4,151,120,0
485,2023-04-23,5,192,120,0
486,2023-04-23,6,126,110,0
487,2023-04-23,7,210,110,0
488,2023-04-23,8,207,110,0
489,2023-04-23,9,217,110,0
490,2023-04-23,10,132,110,0
491,2023-04-23,11,79,50,0
492,2023-04-23,12,118,50,0
493,2023-04-23,13,57,50,0
494,2023-04-23,14,71,50,0
495,2023-04-23,15,87,55,0
496,2023-04-23,16,78,55,0
497,2023-04-23,17,79,55,0
498,2023-04-23,18,80,55,0
499,2023-04-23,19,33,30,0
500,2023-04-23,20,36,30,0
501,2023-04-23,21,42,30,0
502,2023-04-23,22,14,30,40
503,2023-04-23,23,109,90,0
504,2023-04-23,24,144,90,0
505,2023-04-23,25,127,90,0
506,2023-04-23,26,113,90,0
507,2023-04-23,27,68,45,0
508,2023-04-23,28,67,45,0
509,2023-04-23,29,81,45,0
510,2023-04-23,30,75,45,0
511,2023-04-30,1,184,120,0
512,2023-04-30,2,146,120,0
513,2023-04-30,3,184,120,0
514,2023-04-30,4,112,120,104
515,2023-04-30,5,275,120,0
516,2023-04-30,6,114,110,0
517,2023-04-30,7,178,110,0
518,2023-04-30,8,157,110,0
519,2023-04-30,9,171,110,0
520,2023-04-30,10,179,110,0
521,2023-04-30,11,61,50,0
522,2023-04-30,12,91,50,0
523,2023-04-30,13,94,50,0
524,2023-04-30,14,75,50,0
525,2023-04-30,15,99,55,0
526,2023-04-30,16,121,55,0
527,2023-04-30,17,95,55,0
528,2023-04-30,18,95,55,0
529,2023-04-30,19,30,30,0
530,2023-04-30,20,56,30,0
531,2023-04-30,21,44,30,0
532,2023-04-30,22,56,30,0
533,2023-04-30,23,151,90,0
534,2023-04-30,24,104,90,0
535,2023-04-30,25,135,90,0
536,2023-04-30,26,179,90,0
537,2023-04-30,27,119,45,0
538,2023-04-30,28,57,45,0
539,2023-04-30,29,48,45,0
540,2023-04-30,30,71,45,0
541,2023-05-07,1,202,120,0
542,2023-05-07,2,216,120,0
543,2023-05-07,3,234,120,0
544,2023-05-07,4,210,120,0
545,2023-05-07,5,159,120,0
546,2023-05-07,6,189,110,0
547,2023-05-07,7,130,110,0
548,2023-05-07,8,118,110,0
549,2023-05-07,9,222,110,0
550,2023-05-07,10,215,110,0
551,2023-05-07,11,43,50,47
552,2023-05-07,12,100,50,0
553,2023-05-07,13,82,50,0
554,2023-05-07,14,98,50,0
555,2023-05-07,15,55,55,0
556,2023-05-07,16,76,55,0
557,2023-05-07,17,74,55,0
558,2023-05-07,18,83,55,0
559,2023-05-07,19,48,30,0
560,2023-05-07,20,24,30,30
561,2023-05-07,21,42,30,0
562,2023-05-07,22,42,30,0
563,2023-05-07,23,123,90,0
564,2023-05-07,24,134,90,0
565,2023-05-07,25,215,90,0
566,2023-05-07,26,140,90,0
567,2023-05-07,27,46,45,0
568,2023-05-07,28,82,45,0
569,2023-05-07,29,85,45,0
570,2023-05-07,30,82,45,0
571,2023-05-14,1,161,120,0
572,2023-05-14,2,238,120,0
573,2023-05-14,3,215,120,0
574,2023-05-14,4,224,120,0
575,2023-05-14,5,210,120,0
576,2023-05-14,6,213,110,0
577,2023-05-14,7,179,110,0
578,2023-05-14,8,190,110,0
579,2023-05-14,9,160,110,0
580,2023-05-14,10,160,110,0
581,2023-05-14,11,109,50,0
582,2023-05-14,12,70,50,0
583,2023-05-14,13,74,50,0
584,2023-05-14,14,73,50,0
585,2023-05-14,15,93,55,0
586,2023-05-14,16,59,55,0
587,2023-05-14,17,72,55,0
588,2023-05-14,18,83,55,0
589,2023-05-14,19,48,30,0
590,2023-05-14,20,35,30,0
591,2023-05-14,21,52,30,0
592,2023-05-14,22,41,30,0
593,2023-05-14,23,146,90,0
594,2023-05-14,24,177,90,0
595,2023-05-14,25,149,90,0
596,2023-05-14,26,161,90,0
597,2023-05-14,27,54,45,0
598,2023-05-14,28,47,45,0
599,2023-05-14,29,85,45,0
600,2023-05-14,30,95,45,0
601,2023-05-21,1,249,120,0
602,2023-05-21,2,148,120,0
603,2023-05-21,3,166,120,0
604,2023-05-21,4,107,120,109
605,2023-05-21,5,155,120,0
606,2023-05-21,6,170,110,0
607,2023-05-21,7,190,110,0
608,2023-05-21,8,177,110,0
609,2023-05-21,9,212,110,0
610,2023-05-21,10,210,110,0
611,2023-05-21,11,79,50,0
612,2023-05-21,12,92,50,0
613,2023-05-21,13,80,50,0
614,2023-05-21,14,98,50,0
615,2023-05-21,15,112,55,0
616,2023-05-21,16,92,55,0
617,2023-05-21,17,95,55,0
618,2023-05-21,18,95,55,0
619,2023-05-21,19,45,30,0
620,2023-05-21,20,60,30,0
621,2023-05-21,21,30,30,0
622,2023-05-21,22,50,30,0
623,2023-05-21,23,161,90,0
624,2023-05-21,24,142,90,0
625,2023-05-21,25,128,90,0
626,2023-05-21,26,179,90,0
627,2023-05-21,27,50,45,0
628,2023-05-21,28,83,45,0
629,2023-05-21,29,65,45,0
630,2023-05-21,30,50,45,0
631,2023-05-28,1,200,120,0
632,2023-05-28,2,139,120,0
633,2023-05-28,3,146,120,0
634,2023-05-28,4,182,120,0
635,2023-05-28,5,236,120,0
636,2023-05-28,6,213,110,0
637,2023-05-28,7,188,110,0
638,2023-05-28,8,199,110,0
639,2023-05-28,9,201,110,0
640,2023-05-28,10,132,110,0
641,2023-05-28,11,111,50,0
642,2023-05-28,12,69,50,0
643,2023-05-28,13,53,50,0
644,2023-05-28,14,49,50,41
645,2023-05-28,15,45,55,54
646,2023-05-28,16,70,55,0
647,2023-05-28,17,81,55,0
648,2023-05-28,18,78,55,0
649,2023-05-28,19,43,30,0
650,2023-05-28,20,38,30,0
651,2023-05-28,21,52,30,0
652,2023-05-28,22,54,30,0
653,2023-05-28,23,157,90,0
654,2023-05-28,24,72,90,90
655,2023-05-28,25,151,90,0
656,2023-05-28,26,133,90,0
657,2023-05-28,27,63,45,0
658,2023-05-28,28,92,45,0
659,2023-05-28,29,80,45,0
660,2023-05-28,30,47,45,0
661,2023-06-04,1,302,150,0
662,2023-06-04,2,186,150,0
663,2023-06-04,3,214,150,0
664,2023-06-04,4,231,150,0
665,2023-06-04,5,154,150,0
666,2023-06-04,6,202,137,0
667,2023-06-04,7,161,137,0
668,2023-06-04,8,203,137,0
669,2023-06-04,9,251,137,0
670,2023-06-04,10,309,137,0
671,2023-06-04,11,109,50,0
672,2023-06-04,12,62,50,0
673,2023-06-04,13,118,50,0
674,2023-06-04,14,64,50,0
675,2023-06-04,15,62,55,0
676,2023-06-04,16,84,55,0
677,2023-06-04,17,78,55,0
678,2023-06-04,18,73,55,0
679,2023-06-04,19,40,30,0
680,2023-06-04,20,58,30,0
681,2023-06-04,21,46,30,0
682,2023-06-04,22,39,30,0
683,2023-06-04,23,97,90,0
684,2023-06-04,24,112,90,0
685,2023-06-04,25,129,90,0
686,2023-06-04,26,142,90,0
687,2023-06-04,27,95,56,0
688,2023-06-04,28,89,56,0
689,2023-06-04,29,99,56,0
690,2023-06-04,30,85,56,0
691,2023-06-11,1,252,150,0
692,2023-06-11,2,188,150,0
693,2023-06-11,3,272,150,0
694,2023-06-11,4,259,150,0
695,2023-06-11,5,296,150,0
696,2023-06-11,6,277,137,0
697,2023-06-11,7,340,137,0
698,2023-06-11,8,295,137,0
699,2023-06-11,9,236,137,0
700,2023-06-11,10,287,137,0
701,2023-06-11,11,110,50,0
702,2023-06-11,12,70,50,0
703,2023-06-11,13,62,50,0
704,2023-06-11,14,52,50,0
705,2023-06-11,15,86,55,0
706,2023-06-11,16,67,55,0
707,2023-06-11,17,123,55,0
708,2023-06-11,18,47,55,52
709,2023-06-11,19,42,30,0
710,2023-06-11,20,60,30,0
711,2023-06-11,21,49,30,0
712,2023-06-11,22,56,30,0
713,2023-06-11,23,111,90,0
714,2023-06-11,24,98,90,0
715,2023-06-11,25,163,90,0
716,2023-06-11,26,159,90,0
717,2023-06-11,27,104,56,0
718,2023-06-11,28,87,56,0
719,2023-06-11,29,123,56,0
720,2023-06-11,30,93,56,0
721,2023-06-18,1,280,150,0
722,2023-06-18,2,263,150,0
723,2023-06-18,3,134,150,136
724,2023-06-18,4,265,150,0
725,2023-06-18,5,275,150,0
726,2023-06-18,6,265,137,0
727,2023-06-18,7,185,137,0
728,2023-06-18,8,266,137,0
729,2023-06-18,9,158,137,0
730,2023-06-18,10,235,137,0
731,2023-06-18,11,69,50,0
732,2023-06-18,12,58,50,0
733,2023-06-18,13,62,50,0
734,2023-06-18,14,99,50,0
735,2023-06-18,15,108,55,0
736,2023-06-18,16,76,55,0
737,2023-06-18,17,84,55,0
738,2023-06-18,18,62,55,0
739,2023-06-18,19,59,30,0
740,2023-06-18,20,58,30,0
741,2023-06-18,21,33,30,0
742,2023-06-18,22,28,30,26
743,2023-06-18,23,200,90,0
744,2023-06-18,24,168,90,0
745,2023-06-18,25,150,90,0
746,2023-06-18,26,124,90,0
747,2023-06-18,27,78,56,0
748,2023-06-18,28,89,56,0
749,2023-06-18,29,114,56,0
750,2023-06-18,30,75,56,0
751,2023-06-25,1,296,150,0
752,2023-06-25,2,199,150,0
753,2023-06-25,3,162,150,0
754,2023-06-25,4,239,150,0
755,2023-06-25,5,278,150,0
756,2023-06-25,6,262,137,0
757,2023-06-25,7,166,137,0
758,2023-06-25,8,291,137,0
759,2023-06-25,9,170,137,0
760,2023-06-25,10,237,137,0
761,2023-06-25,11,58,50,0
762,2023-06-25,12,85,50,0
763,2023-06-25,13,76,50,0
764,2023-06-25,14,75,50,0
765,2023-06-25,15,104,55,0
766,2023-06-25,16,101,55,0
767,2023-06-25,17,100,55,0
768,2023-06-25,18,47,55,52
769,2023-06-25,19,47,30,0
770,2023-06-25,20,62,30,0
771,2023-06-25,21,42,30,0
772,2023-06-25,22,64,30,0
773,2023-06-25,23,174,90,0
774,2023-06-25,24,130,90,0
775,2023-06-25,25,134,90,0
776,2023-06-25,26,79,90,83
777,2023-06-25,27,90,56,0
778,2023-06-25,28,70,56,0
779,2023-06-25,29,58,56,0
780,2023-06-25,30,119,56,0
781,2023-07-02,1,198,150,0
782,2023-07-02,2,344,150,0
783,2023-07-02,3,145,150,125
784,2023-07-02,4,150,150,0
785,2023-07-02,5,262,150,0
786,2023-07-02,6,251,137,0
787,2023-07-02,7,320,137,0
788,2023-07-02,8,187,137,0
789,2023-07-02,9,210,137,0
790,2023-07-02,10,281,137,0
791,2023-07-02,11,74,50,0
792,2023-07-02,12,86,50,0
793,2023-07-02,13,49,50,41
794,2023-07-02,14,100,50,0
795,2023-07-02,15,146,55,0
796,2023-07-02,16,72,55,0
797,2023-07-02,17,142,55,0
798,2023-07-02,18,110,55,0
799,2023-07-02,19,58,30,0
800,2023-07-02,20,50,30,0
801,2023-07-02,21,49,30,0
802,2023-07-02,22,53,30,0
803,2023-07-02,23,152,90,0
804,2023-07-02,24,70,90,92
805,2023-07-02,25,152,90,0
806,2023-07-02,26,202,90,0
807,2023-07-02,27,102,56,0
808,2023-07-02,28,60,56,0
809,2023-07-02,29,82,56,0
810,2023-07-02,30,115,56,0
811,2023-07-09,1,264,150,0
812,2023-07-09,2,307,150,0
813,2023-07-09,3,268,150,0
814,2023-07-09,4,304,150,0
815,2023-07-09,5,274,150,0
816,2023-07-09,6,232,137,0
817,2023-07-09,7,254,137,0
818,2023-07-09,8,101,137,145
819,2023-07-09,9,184,137,0
